mode,evaluations,diversity
none,0.0,0.46440748563612166
none,1010.10101010101,0.5126194698102897
none,2020.20202020202,0.5775329158957677
none,3030.30303030303,0.45251736984997326
none,4040.40404040404,0.42473203667994186
none,5050.50505050505,0.43420784707951793
none,6060.60606060606,0.49954423631781775
none,7070.707070707071,0.5041560786429422
none,8080.80808080808,0.3975546874326408
none,9090.90909090909,0.4589937156442698
none,10101.0101010101,0.44928376322611724
none,11111.111111111111,0.4060932938036601
none,12121.21212121212,0.3210439777347784
none,13131.31313131313,0.42260733198482864
none,14141.414141414141,0.35682780398951053
none,15151.51515151515,0.4033568630008823
none,16161.61616161616,0.4108395275378804
none,17171.71717171717,0.35265234132677314
none,18181.81818181818,0.42240234605118343
none,19191.91919191919,0.3827090386309746
none,20202.0202020202,0.3802983562879276
none,21212.121212121212,0.34689140493838033
none,22222.222222222223,0.3693280577440955
none,23232.32323232323,0.4019114724615625
none,24242.42424242424,0.3494780176127052
none,25252.52525252525,0.35042209511648476
none,26262.62626262626,0.31681485740242926
none,27272.727272727272,0.3536182667543805
none,28282.828282828283,0.37645649364953027
none,29292.92929292929,0.3947694307711886
none,30303.0303030303,0.354356061505126
none,31313.13131313131,0.32535083805595977
none,32323.23232323232,0.34556875281916033
none,33333.33333333333,0.28878022788159746
none,34343.43434343434,0.3934400452904828
none,35353.53535353535,0.28540912982893996
none,36363.63636363636,0.3582523448215322
none,37373.73737373737,0.3341855978811414
none,38383.83838383838,0.268472893520314
none,39393.93939393939,0.39605039342311216
none,40404.0404040404,0.3300751414734291
none,41414.14141414141,0.26736854168085056
none,42424.242424242424,0.28414686387558197
none,43434.343434343435,0.2996802316650378
none,44444.444444444445,0.22292059577411055
none,45454.54545454545,0.2375044225125896
none,46464.64646464646,0.2478520742263487
none,47474.74747474747,0.26957051274492105
none,48484.84848484848,0.3012828509315562
none,49494.94949494949,0.26879000910383927
none,50505.0505050505,0.12802956688554912
none,51515.15151515151,0.22746232623291168
none,52525.25252525252,0.23088056349215755
none,53535.35353535353,0.26835286518327517
none,54545.454545454544,0.26709935818842745
