problem,violation
Pressure_Vessel,0.007839855996248212
Pressure_Vessel,0.07188656238379086
Pressure_Vessel,0.11446311463382026
Pressure_Vessel,0.08154522730605746
Pressure_Vessel,0.013964409239069603
Pressure_Vessel,0.0665419840179083
Pressure_Vessel,0.004811428852581816
Pressure_Vessel,0.05085227701666317
Pressure_Vessel,0.002287689155927036
Pressure_Vessel,0.0013628167157429345
Pressure_Vessel,0.053964230894829095
Pressure_Vessel,0.040196509551000625
Pressure_Vessel,0.0730075061330619
Pressure_Vessel,0.9364381386047432
Pressure_Vessel,0.270476678766599
Pressure_Vessel,0.4097444133991197
Pressure_Vessel,0.028554515418245163
Pressure_Vessel,0.021301076718633676
Pressure_Vessel,0.08766386289932962
Pressure_Vessel,0.22141504487947708
Pressure_Vessel,0.13654999386546132
Pressure_Vessel,0.13658126462707737
Pressure_Vessel,0.13327203610600888
Pressure_Vessel,0.05363829724336081
Pressure_Vessel,0.08716572250666776
Pressure_Vessel,0.050428161718934134
Pressure_Vessel,0.017140992609314617
Pressure_Vessel,0.03866792697239446
Pressure_Vessel,0.1942609186834161
Pressure_Vessel,0.016561424080180295
Pressure_Vessel,0.17331627813068282
Pressure_Vessel,0.08850010047986903
Pressure_Vessel,0.049304302410546154
Pressure_Vessel,0.0891319637573625
Pressure_Vessel,0.20970818075417008
Pressure_Vessel,0.058878784303185154
Pressure_Vessel,0.12849665671856828
Pressure_Vessel,0.13504661166835538
Pressure_Vessel,0.0564944009371085
Pressure_Vessel,0.0265204859477271
Pressure_Vessel,0.06250898831192415
Pressure_Vessel,0.044549791378628335
Pressure_Vessel,0.2521282651026132
Pressure_Vessel,0.11600334344830927
Pressure_Vessel,0.08710282829017135
Pressure_Vessel,0.10715957742976301
Pressure_Vessel,0.2552980869992984
Pressure_Vessel,0.059939790711901475
Pressure_Vessel,0.07836942215650235
Pressure_Vessel,0.11528161822805161
Pressure_Vessel,0.16446352563336675
Pressure_Vessel,0.1136156883414104
Pressure_Vessel,0.013556509202295668
Pressure_Vessel,0.23810611691856357
Pressure_Vessel,0.04100792871511291
Pressure_Vessel,0.087873339165671
Pressure_Vessel,0.13178200216389904
Pressure_Vessel,0.010952736236352392
Pressure_Vessel,0.12753458131556444
Pressure_Vessel,0.13904678576135276
Pressure_Vessel,0.11656085347316608
Pressure_Vessel,0.23174752432902165
Pressure_Vessel,0.030589483856728716
Pressure_Vessel,0.5765218172294053
Pressure_Vessel,0.29799746636457614
Pressure_Vessel,0.04042975700159956
Pressure_Vessel,0.36122163032741
Pressure_Vessel,0.1294177313801927
Pressure_Vessel,0.011018600384363367
Pressure_Vessel,0.05723212647713888
Pressure_Vessel,0.05155134814233994
Pressure_Vessel,0.05753294988740629
Pressure_Vessel,0.1257953574506615
Pressure_Vessel,0.14921570738860154
Pressure_Vessel,0.5865489359159785
Pressure_Vessel,0.07665870316303337
Pressure_Vessel,0.0015718977581751109
Pressure_Vessel,0.22691863246158295
Pressure_Vessel,0.199766441479993
Pressure_Vessel,0.0012899048309798172
Pressure_Vessel,0.11620199548748655
Pressure_Vessel,0.15332915068321196
Pressure_Vessel,0.05660326514271104
Pressure_Vessel,0.03525663252858182
Pressure_Vessel,0.19580208149428213
Pressure_Vessel,0.10542602309589909
Pressure_Vessel,0.10452411731516137
Pressure_Vessel,0.035916448664033256
Pressure_Vessel,0.22578276104253542
Pressure_Vessel,0.18381936134716598
Pressure_Vessel,0.035593706834815275
Pressure_Vessel,0.27825436400978165
Pressure_Vessel,0.3528670836716009
Pressure_Vessel,0.03520591588825099
Pressure_Vessel,0.018174845379315206
Pressure_Vessel,0.3689734616011259
Pressure_Vessel,0.033786733302589876
Pressure_Vessel,0.054663850098907577
Pressure_Vessel,0.3350426606137976
Pressure_Vessel,0.19843410945118828
Welded_Beam,0.011497084945115966
Welded_Beam,0.15545663373648688
Welded_Beam,0.03147592962200634
Welded_Beam,0.009140723259278902
Welded_Beam,0.008930959663432735
Welded_Beam,0.2044452908906471
Welded_Beam,0.11455439503478543
Welded_Beam,0.047458959944321005
Welded_Beam,0.04650774373322869
Welded_Beam,0.3813535380970368
Welded_Beam,0.011680826149415825
Welded_Beam,0.3165117910084747
Welded_Beam,0.04265934616173697
Welded_Beam,0.08604963718935169
Welded_Beam,0.02136402722413465
Welded_Beam,0.06881996161198799
Welded_Beam,0.08612129892116142
Welded_Beam,0.021902093800579756
Welded_Beam,0.03905309921817259
Welded_Beam,0.05066266426555882
Welded_Beam,0.08814751701277777
Welded_Beam,0.4713542666263111
Welded_Beam,0.32936396285824404
Welded_Beam,0.5477126419702506
Welded_Beam,0.1990149231518248
Welded_Beam,0.46687280273453285
Welded_Beam,0.12378280058133513
Welded_Beam,0.059009102147035856
Welded_Beam,0.055674060382610406
Welded_Beam,0.11845807636027202
Welded_Beam,0.24788704196551087
Welded_Beam,0.6385754488051915
Welded_Beam,0.2524974757799818
Welded_Beam,0.44360545898263076
Welded_Beam,0.18659324218405976
Welded_Beam,0.19364531500648108
Welded_Beam,0.1277461337545031
Welded_Beam,0.20106363015800213
Welded_Beam,0.25394816993374175
Welded_Beam,0.0627059342759848
Welded_Beam,0.022614756690465556
Welded_Beam,0.08471575728890329
Welded_Beam,0.2917720258038168
Welded_Beam,0.4755779877543502
Welded_Beam,0.17626438771719558
Welded_Beam,0.1297350107789484
Welded_Beam,0.2832265231639117
Welded_Beam,0.10521621327611577
Welded_Beam,0.15973001305876944
Welded_Beam,0.17871666918209284
Welded_Beam,0.23292010874235133
Welded_Beam,0.08777930052794544
Welded_Beam,0.4811993617082939
Welded_Beam,0.21862929541084816
Welded_Beam,0.18398231224541314
Welded_Beam,0.3084222716328948
Welded_Beam,0.34687754015826455
Welded_Beam,0.3110459558050242
Welded_Beam,0.07178293147953112
Welded_Beam,0.07565871622822949
Welded_Beam,0.05231028691071665
Welded_Beam,0.9157999186740636
Welded_Beam,0.4791544005677672
Welded_Beam,0.23423176416007008
Welded_Beam,0.00738737212699535
Welded_Beam,0.03517994719412459
Welded_Beam,0.2040033758567916
Welded_Beam,0.7512056194573427
Welded_Beam,0.04209043155091041
Welded_Beam,0.31192505161359296
Welded_Beam,0.004716366525315003
Welded_Beam,0.07500371173024802
Welded_Beam,0.501806411992748
Welded_Beam,0.2863538253960826
Welded_Beam,0.1738561394020195
Welded_Beam,0.31244298531695897
Welded_Beam,0.5344173600233137
Welded_Beam,0.03216022433042191
Welded_Beam,0.17720526736729736
Welded_Beam,0.19191282315837083
Welded_Beam,0.48068986472844677
Welded_Beam,0.5413933358927988
Welded_Beam,0.20908983313776386
Welded_Beam,1.022729335097089
Welded_Beam,0.14184540939814402
Welded_Beam,0.01744048900431522
Welded_Beam,0.003495983542597958
Welded_Beam,0.06809519769815024
Welded_Beam,0.007659564092133791
Welded_Beam,0.3461839636375716
Welded_Beam,0.11988076274408961
Welded_Beam,0.4782392326261679
Welded_Beam,0.15387422418974125
Welded_Beam,0.01710405421051228
Welded_Beam,0.10508736204204315
Welded_Beam,0.3319102701164192
Welded_Beam,0.042319257064738026
Welded_Beam,0.3541222854202092
Welded_Beam,0.03998296807376631
Welded_Beam,0.10416140805825871
Gear_Train,0.09789964716066606
Gear_Train,0.07854774002913274
Gear_Train,0.028212530325978875
Gear_Train,0.036435858936061355
Gear_Train,0.051909099208473586
Gear_Train,0.08583485218637607
Gear_Train,0.005182062820672641
Gear_Train,0.01816571163510092
Gear_Train,0.017651541224557702
Gear_Train,0.09255490455508
Gear_Train,0.00878986023147669
Gear_Train,0.057205270606412
Gear_Train,0.0077562682692216825
Gear_Train,0.004889161125225891
Gear_Train,0.07877142407334889
Gear_Train,0.09494331426542651
Gear_Train,0.10288888672352561
Gear_Train,0.0556508766768557
Gear_Train,0.03477472100034247
Gear_Train,0.021472878100120493
Gear_Train,0.06657203814486985
Gear_Train,0.1141500142520344
Gear_Train,0.05111666506506938
Gear_Train,0.08215757408160006
Gear_Train,0.040875369709174325
Gear_Train,0.0005811791606145698
Gear_Train,0.027429872448585753
Gear_Train,0.07466655389895874
Gear_Train,0.08714868952509194
Gear_Train,0.025222379322452
Gear_Train,0.10618806886540762
Gear_Train,0.07724439747514
Gear_Train,0.10446827507568633
Gear_Train,0.01320908369722308
Gear_Train,0.012174098506258849
Gear_Train,0.011676560802305377
Gear_Train,0.07201627368292282
Gear_Train,0.10907896664410968
Gear_Train,0.04006280266033661
Gear_Train,0.08958096757545177
Gear_Train,0.027114268897000155
Gear_Train,0.08208432418400101
Gear_Train,0.00933948025740882
Gear_Train,0.04703031444104339
Gear_Train,0.02459414364674729
Gear_Train,0.05834386663650725
Gear_Train,0.006316469682594095
Gear_Train,0.07187186867022492
Gear_Train,0.046412781939645646
Gear_Train,0.1734536997045567
Gear_Train,0.03040651481923793
Gear_Train,0.001825229145404038
Gear_Train,0.08085927069404902
Gear_Train,0.07438503541405762
Gear_Train,0.11052302230535123
Gear_Train,0.021604903075740374
Gear_Train,0.006123004675572959
Gear_Train,0.08234921763261913
Gear_Train,0.012143082345558599
Gear_Train,0.014921414089592197
Gear_Train,0.007323590129853347
Gear_Train,0.03132454710262614
Gear_Train,0.02462922156472849
Gear_Train,0.009933127561629947
Gear_Train,0.1531750836575173
Gear_Train,0.002262316260473953
Gear_Train,0.16098133135417547
Gear_Train,0.007847928005895203
Gear_Train,0.07248332046021493
Gear_Train,0.019764253466981085
Gear_Train,0.02410391917215192
Gear_Train,0.14983457410830353
Gear_Train,0.02145563742108464
Gear_Train,0.004296094891278144
Gear_Train,0.014151187106849976
Gear_Train,0.022702306139894497
Gear_Train,0.004322124617593143
Gear_Train,0.026720017530964476
Gear_Train,0.04894681576433352
Gear_Train,0.0369105775898862
Gear_Train,0.06502939910965064
Gear_Train,0.0767801836437369
Gear_Train,0.05574235548956411
Gear_Train,0.015100063756729397
Gear_Train,0.0756138288939054
Gear_Train,0.014602151152176288
Gear_Train,0.018222784318516202
Gear_Train,0.00783111267208133
Gear_Train,0.0020311378079200045
Gear_Train,0.015156501455985344
Gear_Train,0.06235606039920211
Gear_Train,0.07398920756296362
Gear_Train,0.017112283815663987
Gear_Train,0.044298997212107324
Gear_Train,0.012635872176405109
Gear_Train,0.0608123978456773
Gear_Train,0.1013234140171086
Gear_Train,0.023285292240939854
Gear_Train,0.1361393956485301
Gear_Train,0.07775755366874729
