budget,evaluations,best_fitness
1000,0.0,0.0010227281960088937
1000,111.11111111111111,0.0005849691179325612
1000,222.22222222222223,0.0003184664594286784
1000,333.33333333333337,0.0001971889032114148
1000,444.44444444444446,0.00011319548757168142
1000,555.5555555555555,6.5583523387979e-05
1000,666.6666666666667,4.630973918963419e-05
1000,777.7777777777778,2.0850156134357296e-05
1000,888.8888888888889,1.986767682679818e-05
1000,1000.0,1.7615143424028465e-05
2000,0.0,0.0009972670555291295
2000,105.26315789473684,0.000776010239475491
2000,210.52631578947367,0.0005971316379304528
2000,315.7894736842105,0.0004522500704308008
2000,421.05263157894734,0.00035038424606375636
2000,526.3157894736842,0.0002634568950966418
2000,631.578947368421,0.00020681145631132347
2000,736.8421052631578,0.00015728112696587128
2000,842.1052631578947,0.00013477597018819628
2000,947.3684210526316,8.53418800615721e-05
2000,1052.6315789473683,8.399007239002408e-05
2000,1157.8947368421052,6.221764568878307e-05
2000,1263.157894736842,4.233368833431199e-05
2000,1368.421052631579,2.242828203643947e-05
2000,1473.6842105263156,1.5698575395280055e-05
2000,1578.9473684210525,2.008732025641391e-05
2000,1684.2105263157894,3.496261726816595e-05
2000,1789.4736842105262,9.872619808043465e-06
2000,1894.7368421052631,-4.87321601579847e-06
2000,2000.0,-3.135538961397189e-06
5000,0.0,0.0009876375350743186
5000,102.04081632653062,0.0009163753163940951
5000,204.08163265306123,0.0008355932918804102
5000,306.12244897959187,0.0007425867283519823
5000,408.16326530612247,0.0006630250734516964
5000,510.2040816326531,0.0006027408864933652
5000,612.2448979591837,0.0005360825586653352
5000,714.2857142857143,0.00048508673818574335
5000,816.3265306122449,0.0004519465382297761
5000,918.3673469387755,0.00039317555647821887
5000,1020.4081632653061,0.0003578830892002198
5000,1122.4489795918369,0.0002943859633944612
5000,1224.4897959183675,0.00030372365859686486
5000,1326.530612244898,0.00026882241146346383
5000,1428.5714285714287,0.00023762748025630748
5000,1530.6122448979593,0.00023569835104355607
5000,1632.6530612244899,0.00019890873483564535
5000,1734.6938775510205,0.0001873278106821806
5000,1836.734693877551,0.00013772954339508615
5000,1938.7755102040817,0.00014767026342478467
5000,2040.8163265306123,0.00012726811566555167
5000,2142.857142857143,0.00011302017017880663
5000,2244.8979591836737,0.00010539057930443956
5000,2346.9387755102043,8.387877546074787e-05
5000,2448.979591836735,7.855232237695668e-05
5000,2551.0204081632655,6.849109638861427e-05
5000,2653.061224489796,7.628169140750442e-05
5000,2755.1020408163267,6.797028805854016e-05
5000,2857.1428571428573,4.761625198144652e-05
5000,2959.183673469388,5.40631636580806e-05
5000,3061.2244897959185,4.256738621724989e-05
5000,3163.265306122449,5.587474664062584e-05
5000,3265.3061224489797,5.41084852214151e-05
5000,3367.3469387755104,5.190054675294423e-05
5000,3469.387755102041,4.2837729221833366e-05
5000,3571.4285714285716,2.6587400253545793e-05
5000,3673.469387755102,3.72700532109653e-05
5000,3775.5102040816328,3.898885413587695e-05
5000,3877.5510204081634,2.0395643875609907e-05
5000,3979.591836734694,2.88009704582457e-05
5000,4081.6326530612246,-2.383544801731571e-06
5000,4183.673469387755,1.7507131542543267e-05
5000,4285.714285714286,9.019069353429042e-06
5000,4387.755102040816,2.5709603670479704e-06
5000,4489.795918367347,1.892080693777592e-05
5000,4591.836734693878,2.7731864624831038e-06
5000,4693.877551020409,-5.830528993304959e-06
5000,4795.918367346939,1.4882203851679212e-05
5000,4897.95918367347,1.3280822166102853e-05
5000,5000.0,1.3616268956467549e-05
10000,0.0,0.001003411506264582
10000,101.01010101010101,0.0009541949937616524
10000,202.02020202020202,0.0009086409087216544
10000,303.030303030303,0.0008596982820635485
10000,404.04040404040404,0.0008146138360829363
10000,505.0505050505051,0.0007738212753743137
10000,606.060606060606,0.000742877764665435
10000,707.070707070707,0.000701723011232927
10000,808.0808080808081,0.0006684787180367498
10000,909.0909090909091,0.0006313264846927317
10000,1010.1010101010102,0.0006191200039376459
10000,1111.111111111111,0.0005649242354459931
10000,1212.121212121212,0.0005468840555712788
10000,1313.1313131313132,0.0005254951132596084
10000,1414.141414141414,0.0004790025946556112
10000,1515.1515151515152,0.00046353245556558597
10000,1616.1616161616162,0.00044091191408402125
10000,1717.171717171717,0.0004245703571183597
10000,1818.1818181818182,0.00040875528308070825
10000,1919.1919191919192,0.000383079473905073
10000,2020.2020202020203,0.000364316464862316
10000,2121.212121212121,0.00035704052062113494
10000,2222.222222222222,0.00034185213499971607
10000,2323.2323232323233,0.00031435709317268845
10000,2424.242424242424,0.0003024931327396515
10000,2525.252525252525,0.0002741779403948835
10000,2626.2626262626263,0.0002650929585861345
10000,2727.2727272727275,0.00025105802006709964
10000,2828.282828282828,0.00024187317078444784
10000,2929.2929292929293,0.00023133569343681138
10000,3030.3030303030305,0.00025148823385264934
10000,3131.313131313131,0.00021585846597567054
10000,3232.3232323232323,0.00020427621981995218
10000,3333.3333333333335,0.00019033075788335224
10000,3434.343434343434,0.00020771063188012987
10000,3535.3535353535353,0.0001752620827449871
10000,3636.3636363636365,0.00015731061575892486
10000,3737.373737373737,0.00016621543442225025
10000,3838.3838383838383,0.00013220378542096018
10000,3939.3939393939395,0.0001294405679890966
10000,4040.4040404040406,0.00012833254909389813
10000,4141.414141414141,0.00012710628716967523
10000,4242.424242424242,0.0001309329530629012
10000,4343.434343434344,0.00010773456078257811
10000,4444.444444444444,0.00011424944514287523
10000,4545.454545454545,0.00011540664618056717
10000,4646.464646464647,0.00011099188911177155
10000,4747.474747474747,0.00010430227036386315
10000,4848.484848484848,7.77679384022553e-05
10000,4949.49494949495,8.572803180458876e-05
10000,5050.50505050505,7.442867320504066e-05
10000,5151.515151515152,6.280444108171311e-05
10000,5252.525252525253,8.21482077942534e-05
10000,5353.535353535353,7.991257304488147e-05
10000,5454.545454545455,6.0046363736925766e-05
10000,5555.555555555556,6.698165171234844e-05
10000,5656.565656565656,7.820088628157751e-05
10000,5757.575757575758,4.4527401228544986e-05
10000,5858.585858585859,3.814195917754898e-05
10000,5959.595959595959,6.438853695204016e-05
10000,6060.606060606061,5.9319783068869e-05
10000,6161.616161616162,4.69432796258588e-05
10000,6262.626262626262,2.7784640714483358e-05
10000,6363.636363636364,1.6553061792927182e-05
10000,6464.646464646465,4.469099002765186e-05
10000,6565.656565656565,2.517058774657556e-05
10000,6666.666666666667,2.2091205959070646e-05
10000,6767.676767676768,1.722265704468661e-05
10000,6868.686868686868,2.663441208611668e-05
10000,6969.69696969697,3.455535892604965e-05
10000,7070.707070707071,1.329511421513584e-05
10000,7171.717171717171,1.899352006184693e-05
10000,7272.727272727273,1.9615067101045695e-05
10000,7373.737373737374,2.770863981037762e-05
10000,7474.747474747474,2.411964942240742e-05
10000,7575.757575757576,2.8117688132523794e-05
10000,7676.767676767677,1.9820903132637228e-05
10000,7777.777777777777,2.6933636498435356e-05
10000,7878.787878787879,2.0935436593630306e-05
10000,7979.79797979798,3.8487074127118e-05
10000,8080.808080808081,2.285323482292253e-05
10000,8181.818181818182,8.711156750963497e-06
10000,8282.828282828283,2.9008973567883342e-05
10000,8383.838383838383,2.3360845386153804e-05
10000,8484.848484848484,1.4465443233249727e-05
10000,8585.858585858587,1.5571496768935118e-05
10000,8686.868686868687,-1.6709776864682622e-06
10000,8787.878787878788,1.2669217016539716e-05
10000,8888.888888888889,4.166460559075212e-06
10000,8989.89898989899,1.3386302765693413e-05
10000,9090.90909090909,1.3168043984598942e-05
10000,9191.919191919193,1.9840732944997704e-05
10000,9292.929292929293,1.8195004452643042e-05
10000,9393.939393939394,-9.75839968597881e-07
10000,9494.949494949495,2.1912499510550005e-05
10000,9595.959595959595,4.9963383186869685e-06
10000,9696.969696969696,1.9495710341567518e-05
10000,9797.979797979799,1.4014252182509103e-05
10000,9898.9898989899,1.537284602935099e-05
10000,10000.0,9.670561665125998e-07
