Iteration,Position
0,-21.26269142845561
1,6.567928689454353
2,-35.61668407467608
3,-28.3610522105152
4,35.00645319327516
5,35.38638704442744
6,18.420768743543107
7,4.6895921132850615
8,1.102906760038323
9,0.05047518422523345
10,0.6120118520055011
11,-3.736254340591617
12,-1.8197563379387025
13,-4.041143736930704
14,-2.4151479486304996
15,-16.238930968353156
16,-1.0839144848465212
17,-9.532298382392518
18,-2.6229985630443657
19,-8.336776030239388
20,-3.0224212516441455
21,-7.6263309983948435
22,-2.921898279703655
23,-7.12819635938264
24,-2.3823286050074124
25,-6.449028304646193
26,-5.62564806185142
27,-6.124716038720246
28,-5.325586005058382
29,-5.5831832900243255
30,-4.399954566680358
31,-3.7289500252346643
32,-3.3252828653440685
33,-2.604686753332151
34,-3.3292343877353803
35,-6.499458155443333
36,-3.6088055970358734
37,-5.92506179222211
38,-3.321108863196557
39,-5.712722467257824
40,-3.3128215436779236
41,-4.808288268002746
42,-3.064367649726604
43,-0.7582325980223898
44,-2.1690803703290262
45,0.13579344526682824
46,-2.678526923013568
47,-0.4591794640876463
48,-2.882941692124479
49,-1.2150526184102308
50,-3.4795574540316836
51,-1.7442169892752912
52,-3.4834884580884524
53,-2.148968965733969
54,-3.70598384465398
55,-2.0812114309177843
56,-3.312083713952867
57,-2.763873722328307
58,-2.9358695209746957
59,-1.8147293413776917
60,-1.1789043687400638
61,-1.4262487404770359
62,-3.3304723208026705
63,-2.4899268500119667
64,-4.892327044437561
65,-4.29957369592835
66,-3.8165212978736647
67,-3.9041851649398054
68,-3.772634622461862
69,-3.556474232258679
70,-3.1430322671267703
71,-3.280812296302235
72,-3.6424496395733277
73,-3.3872624665082074
74,-3.981278021936551
75,-3.511611931064312
76,-3.4521987573022974
77,-3.449513093619406
78,-3.2464139149388602
79,-3.8330842940587972
80,-3.4653528833301226
81,-3.3009798124870176
82,-3.4044139923738252
83,-3.155748134783438
84,-3.5531054063710674
85,-3.6380322325133987
86,-3.30794852726275
87,-3.49475099127048
88,-3.355606788987202
89,-3.374970297593537
90,-3.4999806932970547
91,-3.4423571705711784
92,-3.0763172393106424
93,-3.4662391610346766
94,-3.344324065752441
95,-3.4222480155714945
96,-3.509807834557567
97,-3.360470612866712
98,-3.457774547767829
99,-3.4495125558084396
100,-3.614783080531743
101,-3.635036827903995
102,-3.635036827903995
103,-3.635036827903995
104,-3.635036827903995
105,-3.635036827903995
106,-3.635036827903995
107,-3.635036827903995
108,-3.635036827903995
109,-3.635036827903995
110,-3.635036827903995
111,-3.635036827903995
112,-3.635036827903995
113,-3.635036827903995
114,-3.635036827903995
115,-3.635036827903995
116,-3.635036827903995
117,-3.635036827903995
118,-3.635036827903995
119,-3.635036827903995
120,-3.635036827903995
121,-3.635036827903995
122,-3.635036827903995
123,-3.635036827903995
124,-3.635036827903995
125,-3.635036827903995
126,-3.7131285113014414
127,-3.7131285113014414
128,-3.7131285113014414
129,-3.7131285113014414
130,-3.7131285113014414
131,-3.7131285113014414
132,-3.7131285113014414
133,-3.7131285113014414
134,-3.7131285113014414
135,-3.7131285113014414
136,-3.7131285113014414
137,-3.7131285113014414
138,-0.20576307697734642
139,-0.20576307697734642
140,-0.20576307697734642
141,-0.20576307697734642
142,-5.236988163567526
143,-5.236988163567526
144,-5.236988163567526
145,-3.9177997892406573
146,-3.9177997892406573
147,-3.9177997892406573
148,-3.9177997892406573
149,-3.9177997892406573
150,-3.9177997892406573
151,-1.9260621479386622
152,-1.9260621479386622
153,-1.9260621479386622
154,-1.9260621479386622
155,-1.9260621479386622
156,-1.9260621479386622
157,-1.9260621479386622
158,-1.9260621479386622
159,-1.9260621479386622
160,-1.9260621479386622
161,-1.9260621479386622
162,-1.9260621479386622
