Iteration,Position
0,-17.36082644557368
1,-16.189563423373812
2,-18.828918407821217
3,14.057109222192175
4,5.755218922777866
5,-33.33293079148911
6,-21.010341670887883
7,17.1108729361233
8,15.46995100646783
9,13.654223395955498
10,12.736359739857496
11,14.257540933480046
12,11.951102713420406
13,10.295921203972883
14,15.383852643518793
15,7.746926931725683
16,7.984045739193157
17,5.094629336003368
18,9.146755327641724
19,8.225660518205817
20,4.5120711060175225
21,1.529157644436716
22,6.082805312415522
23,7.53070708473159
24,4.3952691943579305
25,7.6902997834580376
26,4.867127228354545
27,3.597016600333678
28,0.6320469595586946
29,6.261717870790643
30,6.620904976402774
31,2.02746337407114
32,4.740667131149791
33,3.542345913485575
34,7.003923540124448
35,6.370484498039328
36,5.84073082808483
37,4.147532540044414
38,5.880514008762055
39,5.036860279814363
40,5.425979015635458
41,5.563760066357943
42,5.202972231139726
43,4.963388627389269
44,4.368796484046403
45,3.877554589996915
46,3.721966738617315
47,3.3841430722416916
48,3.9481912404561244
49,2.181598001657407
50,3.1162012246985027
51,-17.16789205247211
52,21.162779309494702
53,21.162779309494702
54,21.162779309494702
55,21.162779309494702
56,21.162779309494702
57,21.162779309494702
58,21.162779309494702
59,21.162779309494702
60,21.162779309494702
61,21.162779309494702
62,25.24952906208598
63,25.24952906208598
64,25.24952906208598
65,25.24952906208598
66,25.24952906208598
67,25.24952906208598
68,31.382654237126822
69,31.382654237126822
70,31.382654237126822
71,39.86960004516114
72,39.86960004516114
73,39.86960004516114
74,39.86960004516114
75,39.86960004516114
76,4.8231979383742
77,4.8231979383742
78,4.8231979383742
79,4.8231979383742
80,4.8231979383742
81,4.8231979383742
82,5.47712786486262
83,5.47712786486262
84,5.47712786486262
85,5.47712786486262
86,5.47712786486262
87,5.47712786486262
88,5.47712786486262
89,5.47712786486262
90,5.47712786486262
91,5.47712786486262
92,-3.548995500648907
93,-3.548995500648907
94,-3.548995500648907
95,-3.548995500648907
96,-3.548995500648907
97,-3.548995500648907
98,-3.548995500648907
99,-3.548995500648907
100,-3.548995500648907
101,-29.69185662864913
102,-29.69185662864913
103,-29.69185662864913
104,-29.69185662864913
105,-29.69185662864913
106,-29.69185662864913
107,-29.69185662864913
108,-27.073823722171085
109,-27.073823722171085
110,-27.073823722171085
111,-27.073823722171085
112,18.717571733626485
113,18.717571733626485
114,18.717571733626485
115,18.717571733626485
116,18.717571733626485
117,18.717571733626485
118,27.960456893038838
119,27.960456893038838
120,27.960456893038838
121,27.960456893038838
122,-4.569255307772256
123,-5.992082000275577
124,-5.992082000275577
125,-1.2398214583165572
126,-2.655953993033029
127,-2.655953993033029
128,7.871229723266664
129,7.871229723266664
130,-2.8400580032324925
131,-2.8400580032324925
132,-2.8400580032324925
133,-2.8400580032324925
134,-2.8400580032324925
135,-2.8400580032324925
136,0.7910516359287669
137,0.7910516359287669
138,0.7910516359287669
139,0.7910516359287669
140,0.7910516359287669
141,0.7910516359287669
142,0.7910516359287669
143,0.7910516359287669
144,0.7910516359287669
145,2.7779550735809213
146,2.7779550735809213
147,2.7779550735809213
148,2.7779550735809213
149,2.7779550735809213
150,2.7779550735809213
151,-0.20590305412270715
152,-0.20590305412270715
153,-0.20590305412270715
154,-0.20590305412270715
155,-0.20590305412270715
156,-0.20590305412270715
157,-0.20590305412270715
158,-0.20590305412270715
159,-0.20590305412270715
160,5.291999537600354
161,5.291999537600354
162,5.291999537600354
163,5.291999537600354
164,5.291999537600354
165,6.048441078598557
166,6.048441078598557
167,6.048441078598557
168,6.048441078598557
169,6.048441078598557
170,6.048441078598557
171,6.048441078598557
172,6.048441078598557
173,6.048441078598557
174,9.839790385039109
175,9.839790385039109
176,-9.664296194758403
177,-9.664296194758403
178,-9.664296194758403
179,0.9727928944182
180,11.248891643030776
181,11.053172428991425
182,11.053172428991425
183,11.053172428991425
184,11.053172428991425
185,11.053172428991425
186,11.053172428991425
187,2.783185295540342
188,2.783185295540342
189,2.783185295540342
190,2.783185295540342
191,2.783185295540342
192,2.783185295540342
193,2.783185295540342
194,2.783185295540342
195,2.783185295540342
196,2.783185295540342
197,-1.1477030082024031
198,-1.1477030082024031
199,0.3583755589869435
200,0.3583755589869435
201,-0.6490661200506097
202,-0.6490661200506097
203,-0.6490661200506097
204,-0.6490661200506097
205,-0.6490661200506097
206,-0.6490661200506097
207,-0.6490661200506097
208,-0.6490661200506097
209,-0.6490661200506097
210,-0.6490661200506097
211,-0.6490661200506097
212,-0.6490661200506097
213,-0.6490661200506097
214,-0.6490661200506097
215,-0.6490661200506097
216,-0.6490661200506097
217,-0.6490661200506097
218,-0.6490661200506097
219,-0.6490661200506097
220,-0.6490661200506097
221,-0.6490661200506097
222,-0.6490661200506097
223,-0.6490661200506097
224,-0.6490661200506097
225,-0.6490661200506097
226,1.925698282329285
227,1.925698282329285
228,1.925698282329285
229,-1.7655020461433413
230,-1.7655020461433413
231,-1.7655020461433413
232,-1.7655020461433413
233,-1.7655020461433413
234,-1.7655020461433413
235,-1.7655020461433413
236,-1.6602790680944217
237,-1.6602790680944217
238,-1.6602790680944217
239,-1.6602790680944217
240,-1.6602790680944217
241,-1.6602790680944217
242,-0.5126241945681546
243,-0.5126241945681546
244,-0.5126241945681546
245,-0.5126241945681546
246,-0.5126241945681546
247,-0.5126241945681546
248,-0.5126241945681546
249,-0.5126241945681546
250,-0.5126241945681546
251,-0.7628757310511276
252,-0.7628757310511276
253,-0.7628757310511276
254,-0.7628757310511276
255,-0.7628757310511276
256,-0.7628757310511276
257,-0.7628757310511276
258,-0.7628757310511276
259,-0.7628757310511276
260,-0.7628757310511276
261,-0.7628757310511276
262,-0.7628757310511276
263,-0.7628757310511276
264,-0.7628757310511276
265,-0.7628757310511276
266,-0.7628757310511276
267,-0.7628757310511276
268,-0.7628757310511276
269,-0.7628757310511276
270,-0.7628757310511276
271,-0.7628757310511276
272,-0.7628757310511276
273,-0.7628757310511276
274,-0.7628757310511276
275,-0.7628757310511276
276,-1.4409580870276164
277,-1.4409580870276164
